"","pid","ms_subclass","lot_area","overall_qual","overall_cond","year_built","year_remod/add","mas_vnr_area","bsmtfin_sf_1","bsmtfin_sf_2","bsmt_unf_sf","total_bsmt_sf","1st_flr_sf","2nd_flr_sf","low_qual_fin_sf","gr_liv_area","bsmt_full_bath","bsmt_half_bath","full_bath","half_bath","bedroom_abvgr","kitchen_abvgr","totrms_abvgrd","fireplaces","garage_yr_blt","garage_cars","garage_area","wood_deck_sf","open_porch_sf","enclosed_porch","3ssn_porch","screen_porch","pool_area","misc_val","mo_sold","yr_sold","saleprice","street_num","lot","zone","land","lot_location","land_sl","roof","roof_m","heat","sale_cond","al","condition1","buliding","build","extertior_qual","extertior","extertior_cond","CA","elec","func","driveway"
"102","0533253210","120",3880,8,6,1978,1978,0,1052,0,174,1226,1226,0,0,1226,1,0,1,0,1,1,4,1,1978,2,484,223,78,0,0,0,0,0,1,2010,206000,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1
"103","0533352170","060",13517,6,8,1976,2005,289,533,0,192,725,725,754,0,1479,0,0,2,1,3,1,6,0,1976,2,475,0,44,0,0,0,0,0,3,2010,130500,1,0,0,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1
"104","0534102025","020",8000,7,5,2002,2002,0,833,0,659,1492,1492,0,0,1492,1,0,2,0,3,1,6,1,2002,2,596,277,137,0,0,0,0,0,4,2010,230000,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
"105","0534129040","020",10456,6,6,1967,1967,120,506,0,1323,1829,1829,0,0,1829,1,0,2,0,4,1,8,0,1967,2,535,0,76,0,0,0,0,0,5,2010,218500,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"106","0534151175","060",10791,6,5,1993,1993,0,1137,0,143,1280,1280,1215,0,2495,1,0,2,1,4,1,9,1,1993,2,660,224,32,0,0,0,0,0,3,2010,243500,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"107","0534152050","020",10603,6,7,1977,2001,28,1200,0,410,1610,1610,0,0,1610,1,0,2,0,3,1,6,2,1977,2,480,168,68,0,0,0,0,0,2,2010,205000,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"108","0534152070","050",18837,6,5,1978,1978,0,687,46,491,1224,1287,604,0,1891,0,1,3,0,3,1,7,1,1978,2,678,0,69,0,0,0,0,0,4,2010,212500,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"109","0534152100","060",10421,7,5,1988,1988,42,394,0,586,980,980,734,0,1714,0,0,2,1,3,1,7,1,1988,2,496,228,66,156,0,0,0,500,3,2010,196500,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"110","0534176060","020",9360,6,7,1972,2006,0,982,0,179,1161,1381,0,0,1381,1,0,1,1,3,1,5,1,1972,2,676,0,0,0,0,0,0,0,3,2010,197500,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"111","0534176230","060",9600,6,6,1971,1971,0,329,0,386,715,930,715,0,1645,0,0,1,2,4,1,7,0,1971,2,441,0,78,0,0,0,0,0,6,2010,171000,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"112","0534202160","020",9600,5,5,1966,1966,172,698,0,534,1232,1232,0,0,1232,1,0,1,1,3,1,6,0,1966,2,490,0,224,0,0,0,0,0,4,2010,142250,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"113","0534251320","020",9790,6,5,1963,1963,451,569,81,678,1328,1328,0,0,1328,1,0,1,1,3,1,6,2,1963,2,528,0,26,0,0,0,0,0,6,2010,143000,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1
"114","0534401110","020",9900,5,5,1966,1966,0,1059,0,150,1209,1209,0,0,1209,1,0,1,0,3,1,6,0,1966,2,504,0,0,120,0,0,0,0,4,2010,159000,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"115","0534401140","020",9680,5,6,1967,1967,268,1010,0,500,1510,1510,0,0,1510,1,0,2,0,3,1,6,0,1967,2,517,0,40,0,0,204,0,0,4,2010,178900,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"116","0534403360","080",10600,6,5,1964,1964,0,0,0,533,533,1131,644,0,1775,0,0,2,0,3,1,8,0,1964,2,480,0,172,0,0,0,0,0,5,2010,136300,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1
"117","0534403410","080",14112,5,7,1964,1964,86,1014,0,138,1152,1152,0,0,1152,1,0,1,0,3,1,6,1,1964,2,484,227,0,0,0,0,0,0,4,2010,180500,1,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"118","0534425310","085",8800,6,7,1963,1963,156,763,0,173,936,1054,0,0,1054,1,0,1,0,3,1,6,0,1963,2,480,120,0,0,0,0,0,0,5,2010,137500,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1
"119","0534430080","020",9717,5,6,1950,1996,0,49,1029,0,1078,1078,0,0,1078,1,0,1,0,2,1,5,0,1950,1,240,366,0,112,0,0,0,0,4,2010,142125,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1
"120","0534431050","050",9724,5,7,1952,2002,265,670,0,470,1140,1929,532,0,2461,0,0,2,0,3,1,7,2,1994,2,400,0,0,0,0,0,0,0,3,2010,197600,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1
"121","0534431070","050",17360,6,6,1949,1950,340,300,0,482,782,1019,537,0,1556,0,0,2,0,3,1,6,1,1949,2,470,0,0,150,0,0,0,0,1,2010,172500,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1
"122","0534475100","020",9920,5,5,1954,1954,110,354,290,412,1056,1063,0,0,1063,1,0,1,0,3,1,6,0,1954,1,280,0,0,164,0,0,0,0,2,2010,128000,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"123","0534476260","080",9600,6,6,1955,1972,164,674,132,350,1156,1520,0,0,1520,1,0,1,0,3,1,7,2,1955,1,364,0,0,189,0,0,0,0,3,2010,153000,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"124","0534479320","020",7800,5,6,1954,1954,200,540,0,728,1268,1268,0,0,1268,0,0,1,0,2,1,7,1,1954,1,244,0,98,0,0,0,0,0,3,2010,132000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"125","0535101020","085",11380,6,8,1966,2008,216,944,0,136,1080,1128,0,0,1128,1,0,1,0,2,1,5,1,1966,1,315,238,0,0,0,0,0,1500,1,2010,178000,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"126","0535106190","090",11600,5,5,1960,1960,361,443,0,662,1105,1105,1169,0,2274,0,0,2,0,5,2,12,0,1960,2,480,0,0,0,0,0,0,0,1,2010,154300,1,1,0,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1
"127","0535125010","020",19900,7,5,1970,1989,287,912,0,1035,1947,2207,0,0,2207,1,0,2,0,3,1,7,1,1970,2,576,301,0,0,0,0,0,0,7,2010,180000,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1
"128","0535126040","020",16492,6,6,1966,2002,0,247,713,557,1517,1888,0,0,1888,0,0,2,1,2,1,6,1,1966,2,578,0,0,0,0,0,0,0,6,2010,190000,1,0,0,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,1,0,1
"129","0535152010","090",8267,5,5,1958,1958,0,0,0,1604,1604,1604,0,0,1604,0,0,2,0,4,2,8,0,1958,2,576,42,0,0,0,0,0,0,3,2010,135000,1,1,0,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1
"130","0535152050","020",8197,7,5,2003,2009,506,1188,0,292,1480,1480,0,0,1480,1,0,2,0,3,1,7,0,2003,2,620,252,73,0,0,0,0,300,2,2010,214000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
"131","0535152130","020",8050,5,5,1959,1959,150,856,162,125,1143,1143,0,0,1143,1,0,1,0,3,1,6,0,1959,1,308,0,0,0,0,0,0,0,5,2010,136000,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"132","0535152150","020",10552,5,5,1959,1959,0,1018,0,380,1398,1700,0,0,1700,0,1,1,1,4,1,6,1,1959,2,447,0,38,0,0,0,0,0,4,2010,165500,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"133","0535152250","020",8400,5,6,1957,1957,0,922,0,392,1314,1314,0,0,1314,1,0,1,0,3,1,5,0,1957,1,294,250,0,0,0,0,0,0,6,2010,145000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
"134","0535153070","020",8760,6,6,1959,1959,220,0,0,1194,1194,1194,0,0,1194,1,0,1,0,3,1,6,0,1959,1,312,0,0,120,0,0,0,0,4,2010,148000,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"135","0535154050","020",12160,5,5,1959,1959,180,1000,0,188,1188,1188,0,0,1188,1,0,1,0,3,1,6,0,1959,2,531,0,0,0,0,0,0,0,5,2010,142000,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1
"136","0535175070","020",9300,5,5,1960,1960,324,697,0,571,1268,1264,0,0,1264,1,0,1,0,3,1,6,2,1960,2,461,0,0,0,0,143,0,0,4,2010,167500,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
"137","0535175180","020",10725,5,5,1959,1959,91,936,0,270,1206,1206,0,0,1206,0,0,1,0,3,1,6,0,1959,1,312,0,21,0,0,0,0,0,5,2010,108538,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"138","0535179020","020",10032,6,5,1959,1959,432,734,0,510,1244,1580,0,0,1580,1,0,1,1,3,1,6,2,1956,2,440,0,28,0,0,160,0,0,6,2010,159500,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"139","0535180130","050",8382,4,5,1956,1956,0,0,0,832,832,832,505,0,1337,0,0,1,0,3,1,5,0,1956,1,263,0,0,0,0,0,0,0,2,2010,108000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
"140","0535302080","020",10950,5,7,1952,1952,0,339,0,525,864,1064,0,0,1064,0,1,1,0,2,1,4,0,1952,1,318,0,0,0,0,0,0,0,5,2010,135000,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"141","0535302200","020",10895,5,6,1955,1955,0,648,0,324,972,972,0,0,972,0,0,1,0,3,1,5,0,1955,1,305,0,0,205,0,0,0,0,6,2010,122500,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
"142","0535304060","190",13587,5,5,1958,1958,0,532,0,456,988,988,0,0,988,1,0,1,0,2,1,5,0,1958,1,264,0,0,0,0,0,0,0,4,2010,119000,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1
"143","0535304180","020",7922,5,7,1953,2007,0,731,0,326,1057,1057,0,0,1057,1,0,1,0,3,1,5,0,1953,1,246,0,52,0,0,0,0,0,1,2010,109000,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1
"144","0535325400","030",7898,4,7,1920,1994,0,0,0,576,576,985,0,0,985,0,1,1,0,2,1,4,0,1989,2,676,0,0,0,0,0,0,0,4,2010,105000,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"145","0535327140","020",7200,5,7,1955,2007,0,0,0,0,0,827,0,0,827,0,0,1,0,2,1,5,1,1967,1,392,0,0,0,0,0,0,0,4,2010,107500,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
"146","0535350030","020",10200,5,7,1954,2003,104,320,362,404,1086,1086,0,0,1086,1,0,1,0,3,1,6,0,1989,2,490,0,0,0,0,0,0,0,5,2010,144900,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"147","0535350040","020",5868,5,7,1956,2000,0,248,240,448,936,936,0,0,936,1,0,1,0,2,1,4,0,1956,1,308,0,0,80,0,160,0,0,5,2010,129000,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"148","0535353190","050",17503,6,5,1948,1950,0,0,0,912,912,912,546,0,1458,0,1,1,0,3,1,6,1,1948,1,330,192,0,0,0,0,0,0,1,2010,97500,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1
"149","0535377090","090",6979,6,5,1980,1980,0,1056,0,0,1056,1056,0,0,1056,2,0,0,0,0,2,4,0,1980,2,576,264,56,0,0,0,0,600,6,2010,144000,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
"150","0535401080","020",9830,5,7,1959,2006,0,72,258,733,1063,1287,0,0,1287,1,0,1,0,3,1,7,1,1997,2,576,364,17,0,0,182,0,0,3,2010,162000,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
"151","0535425010","080",11275,7,7,1967,2007,300,0,0,710,710,1898,1080,0,2978,0,0,2,1,5,1,11,1,1961,2,564,240,0,0,0,0,0,0,6,2010,242000,1,1,1,1,0,1,0,0,1,1,1,0,1,1,0,0,0,1,1,1,1
"152","0535450210","050",8064,6,8,1948,2004,0,481,174,161,816,816,408,0,1224,1,0,1,0,3,1,5,0,1950,1,280,414,0,0,0,0,0,0,5,2010,132000,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
"153","0535453070","020",7500,5,7,1959,1994,0,340,906,0,1246,1246,0,0,1246,1,0,1,1,3,1,6,0,1959,1,305,218,0,0,0,0,0,0,5,2010,154000,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"154","0535454070","050",8520,5,4,1952,1952,0,507,0,403,910,910,475,0,1385,0,0,2,0,4,1,6,0,2000,2,720,0,0,0,0,0,0,0,6,2010,166000,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1
"155","0535456110","020",7200,5,7,1951,2000,0,234,486,180,900,900,0,0,900,0,1,1,0,3,1,5,0,2005,2,576,222,32,0,0,0,0,0,5,2010,134800,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"156","0535457010","020",10000,6,6,1962,1962,261,0,0,1116,1116,1116,0,0,1116,0,0,1,1,3,1,5,0,1962,2,440,0,0,0,0,385,0,0,2,2010,160000,1,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"157","0535457090","020",7635,5,6,1960,1960,0,588,350,237,1175,1175,0,0,1175,0,0,1,1,3,1,6,0,1960,2,484,0,0,0,0,0,0,0,6,2010,148000,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"158","0535476350","020",9760,6,7,1963,1984,218,717,263,415,1395,1395,0,0,1395,1,0,1,0,2,1,7,1,1963,2,440,657,0,113,0,240,0,0,5,2010,192000,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1
"159","0535477020","060",7700,6,5,1966,1966,351,0,0,756,756,1051,788,0,1839,0,0,1,1,4,1,7,1,1966,2,442,0,124,216,0,0,0,0,6,2010,155000,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
"160","0902102100","050",4800,4,5,1900,1954,771,48,0,661,709,1157,687,0,1844,1,0,1,0,3,1,9,2,1900,1,240,84,0,0,0,0,0,0,1,2010,80400,1,1,0,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1
"161","0902106140","030",8960,5,6,1927,1950,0,0,0,1008,1008,1028,0,0,1028,0,0,1,0,2,1,5,1,1927,2,360,0,0,130,0,0,0,0,3,2010,115000,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1
"162","0902110090","020",5805,5,7,1957,1957,0,274,1073,0,1347,1347,0,0,1347,1,1,1,0,3,1,6,0,1957,2,551,0,0,0,0,0,0,0,6,2010,143000,1,1,1,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1
"163","0902125080","050",5790,3,6,1915,1950,0,0,0,840,840,840,765,0,1605,0,0,2,0,3,2,8,0,1915,1,379,0,0,202,0,0,0,0,5,2010,107400,1,1,0,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1
"164","0902125160","030",4608,4,6,1945,1950,0,0,0,747,747,747,0,0,747,0,0,1,0,2,1,4,0,1945,1,220,0,0,0,0,0,0,0,6,2010,80000,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1
"165","0902128170","030",7200,5,7,1940,1992,294,510,0,278,788,804,0,0,804,1,0,1,0,2,1,4,2,1940,1,240,0,0,154,0,0,0,0,2,2010,119000,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1
"166","0902206040","050",5500,5,7,1929,2001,0,234,692,0,926,926,0,390,1316,1,0,1,0,3,1,6,0,1974,2,484,0,0,0,0,0,0,0,4,2010,130000,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"167","0902206130","045",6900,6,7,1938,2000,0,0,0,827,827,827,424,0,1251,0,0,1,0,3,1,6,0,1938,1,240,0,0,0,0,0,0,0,1,2010,119000,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"168","0902206220","050",11851,5,7,1948,2009,0,780,0,247,1027,1027,606,0,1633,0,0,1,0,3,1,7,1,1948,1,240,0,100,126,0,0,0,0,6,2010,129000,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1
"169","0902206240","050",8239,5,6,1920,1962,0,176,0,832,1008,1060,185,0,1245,0,0,1,0,3,1,6,0,1962,1,315,0,0,334,0,0,0,0,3,2010,1e+05,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
"170","0902207140","030",8520,6,8,1928,2003,0,0,0,624,624,720,0,0,720,0,0,1,0,2,1,5,0,2005,2,484,106,0,0,0,0,0,0,5,2010,105900,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
"171","0902305110","070",9600,8,9,1900,2003,0,0,0,930,930,930,636,0,1566,0,0,2,0,3,1,7,0,1930,1,288,54,228,246,0,0,0,0,4,2010,150000,1,1,0,1,0,1,1,1,0,0,0,1,1,1,0,0,0,0,1,1,1
"172","0902327040","050",10800,5,6,1915,1950,0,686,0,0,686,966,686,0,1652,1,0,2,0,4,1,7,0,1961,1,416,0,0,196,0,0,0,1200,6,2010,139000,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1
"173","0902329030","070",9000,8,9,1890,2002,0,0,0,346,346,1157,1111,0,2268,0,0,3,0,3,1,7,0,2003,2,624,0,108,0,0,0,0,0,4,2010,240000,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,0
"174","0902402010","020",7407,6,7,1957,1996,0,600,0,312,912,1236,0,0,1236,1,0,1,0,2,1,6,0,1957,2,923,0,158,158,0,0,0,0,4,2010,149700,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1
"175","0902402130","070",7740,4,7,1910,1950,0,0,0,622,622,741,622,0,1363,0,0,1,0,3,1,6,0,1966,2,528,0,0,0,0,168,0,0,6,2010,125500,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"176","0902402250","190",11340,4,6,1885,1950,0,0,0,777,777,1246,1044,0,2290,0,0,2,0,4,2,11,0,1971,2,560,0,0,114,0,0,0,0,4,2010,122500,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0
"177","0902403070","070",10560,6,7,1922,1994,0,283,0,455,738,868,602,0,1470,0,0,1,1,2,1,6,0,1970,2,624,0,0,0,0,0,0,0,6,2010,140750,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
"178","0903204040","050",5830,5,6,1950,1997,0,788,0,200,988,1030,582,0,1612,0,0,1,1,3,1,7,0,1950,1,363,0,0,0,0,0,0,0,3,2010,128500,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1
"179","0903206120","075",7793,7,7,1922,2005,0,474,0,634,1108,1160,908,0,2068,0,0,1,1,3,1,8,1,1928,1,315,0,0,60,0,0,0,0,5,2010,209500,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1
"180","0903225150","030",5000,4,7,1925,1950,0,188,0,577,765,765,0,0,765,1,0,1,0,2,1,4,0,1926,1,200,135,0,41,0,0,0,0,4,2010,87000,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0
"181","0903226160","050",6000,6,7,1939,1950,0,452,12,144,608,608,524,0,1132,1,0,1,0,2,1,5,0,1939,1,240,0,0,128,0,0,0,0,4,2010,134000,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
"182","0903227020","050",6000,6,6,1940,1950,0,264,0,308,572,848,348,0,1196,0,1,1,1,3,1,6,2,1973,2,576,0,0,0,0,0,0,0,3,2010,128000,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
"183","0903227150","050",6360,5,6,1942,1950,300,360,159,316,835,955,498,0,1453,0,0,1,1,3,1,7,2,1942,1,240,0,0,35,0,148,0,0,3,2010,132000,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1
"184","0903228150","050",6000,6,7,1948,1950,0,300,0,480,780,780,636,0,1416,0,0,1,1,3,1,6,0,1948,1,312,221,0,48,0,0,0,0,3,2010,139900,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"185","0903232190","050",6240,5,7,1936,1980,0,276,0,252,528,548,492,0,1040,0,0,1,0,2,1,5,0,1979,2,624,306,0,32,0,0,0,0,5,2010,123900,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"186","0903233120","050",6240,5,5,1930,1950,0,448,0,480,928,928,608,0,1536,0,0,2,0,4,1,7,1,1930,2,480,0,10,0,0,0,0,0,3,2010,138400,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
"187","0903234050","030",6120,6,5,1923,1950,0,960,0,164,1124,1068,0,0,1068,1,0,1,0,2,1,5,1,1923,1,288,0,0,128,0,0,0,0,3,2010,109500,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
"188","0903425110","070",10300,7,6,1921,1950,0,0,0,576,576,902,808,0,1710,0,0,2,0,3,1,9,0,1990,2,480,12,11,64,0,0,0,0,4,2010,140000,1,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
"189","0903426180","050",8094,4,5,1915,1950,0,0,0,888,888,888,1074,0,1962,0,0,1,1,4,1,9,1,1915,2,572,160,0,364,0,0,0,0,6,2010,149500,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1
"190","0903430080","070",3068,6,8,1920,1993,0,0,0,662,662,662,662,0,1324,0,1,1,0,3,1,6,0,1920,1,180,0,0,112,0,0,0,0,2,2010,122000,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1
"191","0903450110","090",8472,5,5,1963,1963,0,104,712,0,816,816,0,0,816,1,0,1,0,2,1,5,0,1963,2,516,106,0,0,0,0,0,0,5,2010,110000,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1
"192","0903476030","190",7630,5,9,1900,1996,0,0,0,360,360,1032,780,0,1812,0,0,2,0,4,2,8,1,1999,2,672,344,0,40,0,0,0,0,5,2010,140000,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,0
"193","0904100140","070",24090,7,7,1940,1950,0,0,0,1032,1032,1207,1196,0,2403,0,0,2,0,4,1,10,2,1940,1,349,56,0,318,0,0,0,0,6,2010,244400,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
"194","0904101110","020",15263,5,5,1959,1959,90,766,0,656,1422,1675,0,0,1675,0,0,2,0,3,1,8,2,1959,1,365,0,132,0,0,0,0,0,5,2010,173000,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
"195","0904300150","050",10632,5,3,1917,1950,0,0,0,689,689,725,499,0,1224,0,0,1,1,3,1,6,0,1917,1,180,0,0,248,0,0,0,0,1,2010,107500,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0
"196","0904350045","050",6001,6,5,1940,1950,0,368,0,232,600,600,319,0,919,0,0,1,0,3,1,5,0,1940,1,231,0,0,45,0,0,0,0,3,2010,95000,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
"197","0904352190","190",6048,5,7,1910,1950,0,736,0,120,856,936,744,0,1680,1,0,2,0,2,2,7,1,1910,2,450,56,144,0,0,0,0,0,6,2010,114900,1,1,0,1,0,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,0
"198","0905102060","190",11625,5,4,1965,1965,0,841,0,198,1039,1039,0,0,1039,1,0,1,1,3,1,6,0,1965,2,504,0,0,0,0,0,0,0,4,2010,131500,1,1,0,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1
"199","0905103060","020",11341,5,6,1957,1996,180,1302,0,90,1392,1392,0,0,1392,1,0,1,1,3,1,5,1,1957,2,528,0,0,0,0,95,0,0,5,2010,121500,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1
"200","0905104210","020",8521,5,5,1967,1967,0,842,0,70,912,912,0,0,912,0,0,1,0,3,1,5,1,1974,1,336,0,0,0,0,0,0,0,5,2010,125000,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
"201","0905105070","020",8246,5,8,1968,2001,0,188,668,204,1060,1060,0,0,1060,1,0,1,0,3,1,6,1,1968,1,270,406,90,0,0,0,0,0,5,2010,154000,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
"202","0905105200","020",7800,5,7,1966,2008,47,240,474,150,864,892,0,0,892,1,0,1,0,3,1,5,0,1966,1,416,0,0,0,0,0,0,0,6,2010,137900,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"203","0905106140","060",9364,6,7,1969,1969,143,371,0,292,663,663,689,0,1352,0,0,1,1,4,1,7,0,1969,1,299,379,36,0,0,0,0,0,3,2010,158000,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"204","0905106170","020",7832,5,5,1968,1968,0,775,0,89,864,864,0,0,864,1,0,1,0,2,1,4,0,1969,1,280,226,0,0,0,0,0,0,5,2010,137250,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"205","0905107110","090",7424,5,5,1978,1978,0,1319,0,0,1319,1373,0,0,1373,1,0,1,0,3,1,5,2,1978,2,591,0,0,0,0,0,0,0,5,2010,160250,1,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
